@relation KDDTrain-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.Resample-B0.0-S1-Z18.0-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K5-P1000.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P500.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P125.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P500.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P150.0-S1-weka.filters.supervised.instance.SMOTE-C4-K5-P800.0-S1-weka.filters.unsupervised.instance.Randomize-S42

@attribute duration numeric
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute wrong_fragment numeric
@attribute urgent numeric
@attribute hot numeric
@attribute num_failed_logins numeric
@attribute num_compromised numeric
@attribute root_shell numeric
@attribute su_attempted numeric
@attribute num_root numeric
@attribute num_file_creations numeric
@attribute num_shells numeric
@attribute num_access_files numeric
@attribute num_outbound_cmds numeric
@attribute count numeric
@attribute srv_count numeric
@attribute serror_rate numeric
@attribute class {adduser,hydraftp,hydrassh,javameter,meterpreter,webshell}

@data
3, 16, 0, 8, 8, 4, 17, 17, 17, 3, 3, 10, 1, 2, 6, 4, 0, 6, hydrassh
4, 5, 0, 0, 0, 0, 3, 16, 21, 8, 8, 8, 1, 3, 5, 4, 0, 4, javameter
3, 7, 6, 0, 0, 0, 11, 21, 20, 7, 12, 0, 7, 7, 7, 1, 0, 5, meterpreter
24, 3, 1, 0, 2, 0, 3, 31, 28, 18, 8, 1, 2, 0, 3, 10, 10, 10, webshell
5, 5, 5, 2, 0, 0, 0, 0, 0, 0, 10, 4, 5, 5, 5, 7, 0, 0, adduser
9, 5, 6, 16, 16, 16, 28, 54, 62, 246, 96, 6, 5, 5, 5, 9, 0, 0, hydraftp
9, 8, 17, 5, 17, 20, 17, 17, 17, 413, 123, 3, 14, 6, 6, 34, 0, 0, hydrassh
5, 6, 5, 0, 226, 1, 0, 0, 0, 8, 8, 8, 5, 5, 5, 13, 0, 0, javameter
13, 7, 7, 1, 0, 4, 0, 0, 0, 0, 16, 7, 7, 7, 7, 17, 0, 0, meterpreter
11, 17, 3, 1, 2, 3, 0, 2, 2, 18, 17, 21, 3, 3, 3, 10, 10, 10, webshell
5, 5, 5, 6, 0, 0, 0, 0, 0, 23, 10, 10, 5, 9, 1, 2, 7, 5, adduser
5, 5, 5, 16, 16, 16, 18, 4, 14, 2, 0, 1, 5, 9, 2, 6, 4, 0, hydraftp
6, 6, 6, 7, 5, 5, 17, 17, 17, 16, 8, 21, 6, 4, 3, 10, 3, 2, hydrassh
5, 5, 5, 16, 0, 0, 1, 0, 0, 8, 8, 8, 5, 2, 2, 5, 7, 5, javameter
7, 7, 7, 3, 0, 0, 0, 0, 0, 20, 3, 6, 7, 7, 7, 3, 8, 6, meterpreter
3, 3, 3, 40, 1, 0, 5, 0, 1, 11, 12, 12, 3, 11, 5, 10, 10, 10, webshell
5, 5, 5, 23, 0, 0, 2, 5, 0, 16, 12, 0, 8, 10, 5, 16, 16, 0, adduser
6, 2, 2, 16, 16, 16, 9, 4, 12, 7, 1, 14, 20, 11, 7, 2, 7, 122, hydraftp
21, 11, 11, 83, 0, 8, 16, 16, 16, 21, 6, 7, 3, 14, 2, 7, 21, 326, hydrassh
10, 4, 4, 25, 3, 0, 2, 5, 1, 8, 8, 8, 9, 9, 3, 10, 8, 1550, javameter
5, 4, 6, 16, 6, 0, 7, 7, 0, 6, 14, 5, 7, 7, 7, 14, 6, 0, meterpreter
12, 3, 3, 26, 0, 0, 16, 3, 1, 10, 5, 8, 22, 20, 10, 10, 10, 10, webshell
5, 5, 5, 0, 0, 0, 5, 5, 3, 18, 11, 0, 6, 5, 5, 0, 0, 40, adduser
5, 4, 11, 16, 16, 16, 11, 10, 21, 1, 4, 0, 2, 0, 4, 0, 4, 2, hydraftp
11, 3, 44, 0, 0, 0, 16, 16, 16, 3, 8, 0, 4, 6, 16, 0, 48, 16, hydrassh
5, 8, 14, 0, 0, 0, 5, 5, 7, 8, 8, 8, 5, 4, 5, 7, 4, 20, javameter
7, 12, 12, 0, 1, 0, 7, 7, 7, 8, 6, 0, 7, 7, 7, 0, 4, 47, meterpreter
3, 8, 14, 0, 0, 0, 3, 3, 25, 2, 16, 0, 2, 7, 3, 10, 10, 10, webshell
5, 5, 5, 35, 30, 19, 10, 23, 0, 0, 0, 2, 5, 4, 3, 3, 0, 10, adduser
32, 1, 11, 16, 16, 16, 65, 2, 0, 0, 7, 28, 5, 2, 1, 6, 0, 6, hydraftp
578, 1, 16, 40, 14, 16, 16, 16, 16, 0, 4, 11, 11, 2, 2, 0, 0, 3, hydrassh
9, 1, 5, 22, 26, 26, 17, 8, 0, 7, 7, 7, 5, 3, 0, 0, 1, 3, javameter
2, 0, 7, 18, 10, 11, 13, 20, 1, 0, 1, 0, 7, 7, 7, 2, 0, 5, meterpreter
46, 3, 3, 41, 42, 28, 46, 11, 0, 0, 9, 16, 3, 8, 2, 10, 10, 10, webshell
5, 5, 5, 0, 14, 0, 0, 21, 5, 3, 0, 7, 5, 0, 3, 5, 6, 0, adduser
6, 10, 6, 16, 16, 16, 15, 7, 10, 21, 0, 4, 5, 15, 7, 7, 2, 0, hydraftp
12, 16, 13, 10, 60, 6, 16, 16, 16, 16, 0, 3, 6, 1, 6, 2, 7, 0, hydrassh
5, 5, 4, 0, 14, 0, 81, 19, 5, 7, 7, 7, 6, 12, 5, 3, 2, 0, javameter
7, 7, 3, 0, 11, 0, 0, 24, 7, 7, 0, 8, 7, 6, 6, 7, 6, 0, meterpreter
3, 3, 20, 0, 18, 0, 1, 18, 3, 25, 2, 10, 9, 9, 7, 10, 10, 10, webshell
5, 5, 5, 0, 0, 0, 5, 2, 40, 8, 8, 6, 8, 3, 5, 9, 0, 0, adduser
5, 0, 18, 16, 16, 16, 8, 46, 2, 0, 9, 0, 1, 13, 0, 0, 0, 13, hydraftp
6, 0, 27, 6, 32, 1, 16, 16, 16, 4, 6, 10, 0, 2, 0, 5, 0, 20, hydrassh
5, 1, 6, 10, 0, 7, 5, 4, 20, 7, 7, 7, 0, 4, 0, 3, 0, 2, javameter
7, 0, 6, 0, 0, 1, 7, 3, 47, 12, 5, 12, 6, 6, 6, 12, 0, 0, meterpreter
3, 1, 21, 0, 2, 0, 3, 8, 10, 6, 5, 8, 2, 2, 1, 10, 10, 10, webshell
5, 5, 5, 9, 0, 0, 19, 19, 5, 0, 0, 0, 8, 2, 2, 0, 0, 1, adduser
0, 0, 2, 15, 15, 15, 5, 16, 4, 0, 0, 1, 11, 18, 8, 31, 15, 8, hydraftp
4, 2, 10, 10, 7, 1, 16, 16, 16, 0, 0, 1, 2, 14, 6, 91, 1, 17, hydrassh
2, 5, 4, 10, 98, 12, 13, 26, 5, 7, 7, 7, 10, 9, 6, 1, 12, 2, javameter
4, 6, 6, 4, 5, 6, 18, 11, 7, 0, 0, 5, 6, 6, 6, 0, 6, 5, meterpreter
3, 10, 3, 18, 5, 9, 18, 28, 3, 0, 10, 2, 20, 19, 8, 10, 9, 9, webshell
5, 5, 5, 0, 0, 0, 8, 1, 28, 0, 0, 16, 7, 5, 4, 0, 2, 2, adduser
19, 2, 10, 15, 15, 15, 7, 0, 26, 0, 0, 0, 10, 2, 5, 7, 9, 9, hydraftp
82, 1, 16, 23, 0, 2, 15, 15, 15, 0, 0, 15, 12, 11, 0, 4, 6, 14, hydrassh
25, 4, 5, 3, 0, 0, 15, 1, 24, 7, 7, 7, 5, 4, 1, 7, 5, 5, javameter
24, 6, 7, 0, 0, 0, 15, 0, 33, 0, 0, 9, 6, 6, 6, 1, 5, 1, meterpreter
11, 5, 3, 16, 0, 0, 17, 2, 36, 3, 1, 18, 21, 3, 9, 9, 9, 9, webshell
5, 5, 5, 0, 0, 0, 0, 5, 0, 10, 1, 13, 2, 0, 5, 4, 0, 143, adduser
4, 8, 7, 15, 15, 15, 8, 7, 0, 0, 9, 7, 6, 0, 18, 5, 0, 0, hydraftp
13, 16, 15, 12, 16, 17, 15, 15, 15, 3, 3, 6, 1, 0, 27, 0, 0, 0, hydrassh
5, 5, 5, 0, 81, 1, 0, 5, 0, 7, 7, 7, 35, 0, 6, 1, 1, 27, javameter
7, 7, 7, 0, 0, 0, 0, 7, 0, 2, 4, 16, 6, 6, 6, 6, 0, 0, meterpreter
3, 3, 3, 0, 1, 6, 0, 3, 0, 14, 15, 8, 4, 0, 21, 9, 9, 9, webshell
5, 5, 5, 0, 0, 3, 0, 2, 16, 10, 24, 0, 10, 3, 6, 7, 0, 11, adduser
9, 47, 6, 15, 15, 15, 6, 56, 0, 4, 1, 0, 69, 1, 0, 10, 2, 3, hydraftp
4, 39, 14, 39, 4, 7, 15, 15, 15, 6, 5, 0, 57, 1, 10, 76, 1, 10, hydrassh
4, 6, 5, 0, 3, 6, 2, 2, 7, 7, 7, 7, 11, 2, 3, 11, 5, 6, javameter
1, 9, 7, 0, 4, 5, 2, 1, 9, 14, 11, 0, 6, 6, 6, 11, 4, 8, meterpreter
11, 8, 3, 4, 8, 3, 5, 3, 18, 6, 1, 0, 25, 3, 2, 9, 9, 9, webshell
5, 5, 5, 0, 19, 389, 5, 5, 11, 0, 0, 11, 4, 10, 5, 0, 7, 0, adduser
11, 4, 5, 15, 15, 15, 1, 5, 6, 229, 223, 0, 0, 1, 0, 3, 50, 45, hydraftp
21, 12, 12, 0, 4, 96, 15, 15, 15, 435, 350, 5, 2, 21, 2, 5, 67, 98, hydrassh
5, 5, 5, 3, 15, 392, 5, 5, 5, 7, 7, 7, 0, 8, 5, 2, 19, 1, javameter
7, 7, 7, 0, 17, 0, 7, 9, 13, 0, 0, 6, 6, 6, 6, 5, 26, 0, meterpreter
3, 3, 3, 12, 20, 0, 12, 3, 6, 16, 13, 5, 1, 12, 10, 9, 9, 9, webshell
5, 5, 5, 0, 0, 5, 0, 24, 0, 3, 0, 0, 5, 1, 0, 0, 7, 15, adduser
2, 0, 0, 15, 15, 14, 2, 14, 43, 7, 10, 16, 2, 1, 0, 5, 49, 64, hydraftp
14, 0, 0, 0, 4, 3, 15, 15, 15, 7, 1, 1, 10, 2, 0, 19, 62, 54, hydrassh
4, 1, 1, 0, 0, 4, 0, 16, 0, 7, 7, 7, 4, 44, 0, 4, 6, 20, javameter
6, 0, 0, 0, 0, 3, 0, 18, 0, 9, 1, 1, 6, 6, 6, 10, 8, 22, meterpreter
3, 0, 1, 0, 0, 24, 0, 31, 0, 8, 0, 0, 3, 0, 2, 9, 9, 9, webshell
5, 5, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 4, 5, 9, 7, 9, adduser
6, 5, 1, 14, 14, 14, 32, 14, 4, 0, 0, 8, 0, 2, 2, 0, 14, 13, hydraftp
6, 6, 15, 0, 14, 13, 14, 14, 14, 0, 0, 1, 1, 2, 1, 5, 1, 2, hydrassh
5, 5, 5, 0, 2, 2, 1, 2, 1, 6, 6, 6, 0, 0, 4, 5, 6, 6, javameter
8, 7, 7, 0, 0, 1, 1, 0, 3, 0, 0, 2, 6, 6, 6, 11, 5, 8, meterpreter
3, 3, 12, 0, 12, 6, 7, 12, 1, 0, 0, 7, 5, 2, 5, 9, 9, 9, webshell
5, 5, 5, 0, 15, 14, 2, 0, 0, 0, 0, 8, 7, 16, 0, 0, 0, 9, adduser
5, 5, 5, 14, 14, 14, 18, 5, 59, 0, 0, 33, 2, 7, 16, 0, 0, 1, hydraftp
14, 6, 6, 19, 60, 26, 14, 14, 14, 0, 0, 62, 2, 21, 0, 0, 0, 6, hydrassh
5, 5, 5, 0, 52, 9, 9, 0, 0, 6, 6, 6, 1, 8, 3, 0, 0, 6, javameter
7, 9, 7, 2, 41, 16, 6, 0, 0, 1, 0, 12, 6, 6, 6, 2, 0, 11, meterpreter
3, 3, 3, 2, 38, 18, 19, 0, 0, 0, 0, 20, 3, 10, 0, 9, 9, 9, webshell
5, 5, 5, 0, 0, 1, 2, 0, 0, 0, 5, 2, 5, 2, 1, 5, 7, 4, adduser
5, 5, 5, 14, 14, 14, 24, 0, 5, 0, 5, 8, 2, 0, 1, 5, 32, 9, hydraftp
14, 6, 15, 24, 3, 0, 14, 14, 14, 0, 8, 6, 14, 1, 2, 6, 62, 59, hydrassh
5, 5, 5, 1, 0, 0, 10, 0, 2, 6, 6, 6, 4, 1, 3, 6, 16, 5, javameter
7, 7, 9, 0, 0, 0, 10, 0, 9, 0, 7, 6, 6, 6, 6, 7, 14, 8, meterpreter
3, 3, 3, 7, 0, 0, 21, 0, 11, 1, 17, 8, 3, 1, 6, 9, 9, 8, webshell
5, 5, 5, 0, 0, 0, 2, 0, 0, 1, 0, 1, 6, 7, 7, 0, 1, 91, adduser
5, 5, 2, 14, 14, 14, 9, 3, 7, 0, 4, 2, 2, 2, 2, 7, 17, 0, hydraftp
6, 6, 0, 9, 0, 7, 14, 14, 14, 0, 2, 13, 6, 1, 2, 7, 6, 0, hydrassh
5, 5, 4, 247, 0, 8, 5, 1, 0, 6, 6, 6, 6, 2, 3, 338, 0, 18, javameter
7, 7, 2, 0, 0, 5, 1, 1, 0, 2, 3, 3, 6, 6, 6, 8, 1, 1, meterpreter
3, 3, 2, 4, 1, 8, 9, 3, 2, 0, 2, 6, 3, 7, 1, 8, 8, 8, webshell
5, 5, 5, 7, 375, 24, 0, 5, 5, 0, 0, 31, 9, 6, 5, 1, 2, 5, adduser
2, 8, 7, 14, 14, 14, 0, 6, 2, 0, 0, 0, 0, 2, 0, 6, 8, 4, hydraftp
3, 1, 2, 1, 49, 15, 14, 14, 14, 0, 0, 0, 0, 7, 2, 5, 6, 3, hydrassh
4, 3, 3, 6, 384, 16, 0, 5, 4, 6, 6, 6, 2, 2, 1, 3, 6, 8, javameter
2, 1, 7, 5, 0, 18, 0, 7, 6, 0, 0, 0, 6, 6, 6, 1, 6, 12, meterpreter
7, 6, 10, 9, 0, 31, 0, 3, 3, 12, 1, 2, 1, 10, 1, 8, 8, 8, webshell
5, 5, 5, 0, 0, 0, 5, 5, 21, 5, 1, 2, 9, 5, 11, 0, 0, 1, adduser
7, 0, 0, 14, 14, 14, 5, 5, 20, 18, 20, 3, 1, 2, 4, 13, 0, 3, hydraftp
70, 2, 6, 6, 6, 17, 14, 14, 14, 27, 6, 2, 24, 11, 8, 18, 0, 1, hydrassh
12, 1, 4, 0, 1, 0, 5, 5, 30, 6, 6, 6, 1, 4, 8, 1, 0, 4, javameter
11, 6, 7, 0, 0, 0, 7, 7, 19, 6, 8, 1, 6, 6, 6, 0, 0, 5, meterpreter
7, 1, 7, 0, 0, 1, 3, 3, 42, 21, 7, 4, 1, 3, 16, 8, 8, 8, webshell
5, 5, 5, 0, 0, 0, 30, 20, 10, 0, 11, 2, 2, 11, 11, 6, 2, 5, adduser
4, 42, 2, 14, 13, 13, 16, 7, 11, 0, 3, 2, 0, 0, 38, 0, 0, 47, hydraftp
16, 33, 11, 12, 0, 0, 14, 14, 14, 0, 10, 28, 6, 5, 24, 10, 6, 39, hydrassh
5, 6, 4, 37, 0, 0, 26, 9, 9, 6, 6, 6, 2, 7, 15, 7, 3, 6, javameter
7, 8, 6, 1, 0, 0, 10, 21, 7, 0, 8, 2, 6, 6, 5, 12, 3, 9, meterpreter
3, 3, 3, 2, 0, 0, 42, 17, 20, 0, 9, 3, 7, 5, 43, 8, 8, 8, webshell
5, 5, 5, 0, 0, 3, 0, 0, 0, 5, 6, 0, 0, 1, 3, 0, 0, 2, adduser
1, 1, 0, 13, 13, 13, 17, 11, 52, 47, 91, 1, 15, 8, 2, 15, 0, 46, hydraftp
3, 1, 1, 24, 5, 2, 14, 14, 14, 39, 120, 0, 7, 17, 6, 4, 0, 16, hydrassh
1, 3, 3, 0, 0, 4, 0, 0, 0, 6, 6, 6, 98, 2, 4, 3, 0, 4, javameter
1, 4, 2, 0, 0, 6, 0, 0, 0, 9, 9, 0, 5, 5, 5, 4, 0, 3, meterpreter
2, 0, 1, 4, 0, 2, 0, 0, 0, 8, 6, 17, 5, 9, 10, 8, 8, 8, webshell
5, 5, 5, 0, 0, 0, 1, 2, 1, 3, 0, 7, 1, 8, 7, 4, 6, 9, adduser
5, 2, 1, 13, 13, 13, 0, 22, 14, 15, 5, 49, 1, 12, 12, 0, 0, 3, hydraftp
11, 10, 20, 4, 1, 0, 13, 13, 13, 7, 13, 62, 5, 5, 7, 1, 5, 18, hydrassh
5, 5, 3, 0, 0, 0, 1, 3, 2, 6, 6, 6, 2, 14, 15, 0, 9, 11, javameter
7, 2, 4, 0, 1, 0, 0, 1, 1, 5, 9, 8, 5, 5, 5, 0, 7, 15, meterpreter
3, 3, 5, 0, 0, 0, 1, 5, 6, 3, 11, 9, 7, 12, 29, 8, 8, 8, webshell
5, 4, 4, 0, 0, 0, 0, 0, 1, 17, 7, 9, 5, 2, 4, 0, 4, 0, adduser
5, 18, 9, 13, 13, 13, 4, 0, 2, 0, 14, 13, 6, 9, 3, 14, 7, 0, hydraftp
6, 11, 59, 18, 0, 0, 13, 13, 13, 6, 1, 2, 21, 6, 9, 7, 4, 0, hydrassh
6, 1, 5, 1, 0, 0, 0, 0, 6, 6, 6, 6, 10, 5, 5, 8, 5, 0, javameter
7, 0, 8, 0, 0, 0, 0, 1, 3, 14, 5, 8, 5, 5, 5, 5, 8, 0, meterpreter
9, 17, 8, 8, 0, 0, 0, 0, 6, 12, 9, 9, 12, 9, 11, 8, 8, 8, webshell
4, 4, 4, 16, 15, 20, 0, 5, 17, 0, 6, 12, 0, 3, 1, 13, 13, 14, adduser
12, 0, 2, 13, 13, 13, 23, 6, 11, 0, 2, 0, 0, 6, 28, 0, 7, 2, hydraftp
7, 0, 1, 13, 20, 12, 13, 13, 13, 0, 6, 1, 0, 2, 18, 6, 6, 4, hydrassh
5, 0, 1, 22, 16, 16, 0, 4, 17, 6, 6, 6, 0, 0, 13, 3, 7, 5, javameter
7, 0, 2, 8, 10, 11, 0, 3, 12, 0, 6, 8, 5, 5, 5, 12, 16, 17, meterpreter
7, 0, 4, 14, 22, 21, 0, 20, 22, 0, 3, 3, 0, 6, 23, 8, 8, 8, webshell
4, 4, 4, 0, 21, 1, 16, 0, 0, 0, 11, 19, 0, 0, 2, 34, 4, 3, adduser
38, 0, 7, 13, 13, 13, 13, 4, 8, 0, 1, 4, 1, 4, 9, 3, 2, 7, hydraftp
93, 0, 2, 0, 17, 51, 13, 13, 13, 0, 6, 12, 1, 4, 6, 8, 2, 7, hydrassh
2, 0, 0, 0, 13, 0, 22, 0, 0, 6, 6, 6, 1, 2, 3, 19, 3, 7, javameter
0, 0, 3, 0, 15, 0, 8, 0, 0, 0, 14, 14, 5, 5, 5, 41, 7, 9, meterpreter
1, 2, 14, 0, 17, 0, 14, 0, 0, 0, 4, 2, 4, 4, 3, 8, 8, 8, webshell
4, 4, 4, 6, 0, 9, 8, 5, 0, 14, 0, 0, 8, 1, 0, 0, 0, 0, adduser
5, 3, 5, 13, 13, 13, 18, 4, 11, 0, 222, 133, 9, 3, 0, 0, 32, 19, hydraftp
0, 9, 1, 10, 0, 2, 13, 13, 13, 2, 337, 117, 6, 1, 1, 0, 14, 9, hydrassh
1, 5, 1, 10, 0, 6, 10, 5, 0, 6, 6, 6, 7, 4, 3, 0, 1, 2, javameter
6, 5, 7, 18, 0, 8, 11, 7, 0, 12, 0, 0, 5, 5, 5, 0, 1, 0, meterpreter
9, 11, 15, 17, 0, 9, 17, 3, 0, 4, 12, 22, 5, 8, 7, 8, 7, 7, webshell
4, 4, 4, 0, 22, 0, 0, 0, 23, 0, 0, 5, 4, 2, 3, 0, 3, 0, adduser
6, 6, 0, 13, 13, 13, 1, 5, 24, 0, 0, 42, 0, 3, 0, 25, 7, 18, hydraftp
4, 3, 0, 3, 8, 20, 13, 13, 13, 0, 0, 33, 5, 5, 1, 31, 6, 25, hydrassh
1, 8, 4, 0, 20, 2, 1, 6, 31, 6, 6, 6, 0, 2, 2, 2, 5, 1, javameter
0, 7, 4, 0, 16, 0, 0, 9, 25, 0, 0, 8, 5, 5, 5, 0, 6, 0, meterpreter
4, 21, 0, 0, 12, 10, 3, 11, 42, 0, 0, 3, 7, 6, 4, 7, 7, 7, webshell
4, 4, 4, 381, 17, 0, 11, 13, 0, 0, 0, 9, 0, 0, 3, 0, 1, 4, adduser
0, 0, 1, 13, 13, 13, 9, 0, 0, 0, 0, 1, 3, 2, 15, 8, 1, 12, hydraftp
0, 2, 1, 48, 26, 0, 13, 13, 12, 0, 0, 6, 5, 1, 7, 1, 5, 7, hydrassh
0, 0, 0, 388, 11, 0, 10, 5, 0, 6, 6, 6, 2, 0, 6, 6, 2, 5, javameter
0, 6, 3, 0, 14, 0, 24, 4, 0, 3, 1, 11, 5, 5, 5, 2, 5, 7, meterpreter
2, 1, 5, 0, 14, 0, 19, 11, 0, 0, 0, 9, 9, 3, 3, 7, 7, 7, webshell
4, 4, 4, 0, 0, 0, 7, 0, 1, 5, 4, 5, 0, 2, 4, 0, 3, 0, adduser
0, 0, 0, 12, 12, 12, 10, 30, 6, 5, 9, 4, 1, 5, 0, 0, 10, 14, hydraftp
0, 5, 0, 0, 1, 0, 12, 12, 12, 6, 59, 16, 1, 44, 3, 0, 6, 24, hydrassh
1, 0, 2, 0, 0, 0, 5, 2, 1, 6, 5, 5, 7, 2, 3, 0, 5, 1, javameter
3, 5, 4, 0, 0, 0, 6, 0, 9, 7, 8, 7, 5, 5, 5, 0, 1, 0, meterpreter
2, 7, 0, 0, 0, 5, 21, 20, 3, 9, 8, 3, 2, 3, 2, 7, 7, 7, webshell
4, 4, 4, 0, 4, 0, 0, 5, 8, 0, 0, 0, 0, 6, 7, 1, 0, 0, adduser
2, 3, 0, 12, 12, 12, 15, 6, 22, 0, 0, 0, 14, 0, 14, 4, 0, 0, hydraftp
2, 2, 0, 0, 7, 16, 12, 12, 12, 0, 0, 0, 7, 1, 1, 3, 0, 0, hydrassh
0, 1, 0, 1, 5, 1, 0, 5, 22, 5, 5, 5, 8, 0, 6, 3, 1, 4, javameter
6, 1, 1, 0, 7, 0, 0, 7, 9, 0, 3, 1, 5, 5, 5, 4, 0, 0, meterpreter
2, 2, 2, 0, 7, 1, 0, 3, 37, 0, 1, 0, 8, 3, 9, 7, 7, 7, webshell
4, 4, 4, 8, 9, 7, 6, 19, 20, 3, 4, 5, 3, 2, 10, 0, 0, 8, adduser
3, 0, 0, 12, 12, 12, 1, 6, 13, 7, 12, 9, 2, 0, 6, 0, 1, 10, hydraftp
3, 0, 0, 5, 19, 7, 12, 12, 12, 6, 7, 9, 1, 0, 3, 0, 1, 2, hydrassh
2, 0, 0, 14, 18, 15, 9, 11, 16, 5, 5, 5, 2, 0, 3, 0, 1, 4, javameter
7, 0, 0, 5, 9, 5, 11, 14, 11, 6, 7, 13, 5, 5, 5, 0, 2, 4, meterpreter
2, 0, 1, 12, 19, 29, 13, 18, 21, 7, 7, 11, 5, 1, 10, 7, 7, 7, webshell
4, 4, 4, 0, 23, 0, 0, 1, 11, 5, 5, 5, 0, 3, 1, 0, 3, 0, adduser
0, 0, 0, 12, 12, 12, 2, 0, 11, 6, 5, 5, 2, 0, 4, 0, 5, 0, hydraftp
1, 2, 3, 34, 33, 20, 12, 12, 12, 17, 6, 6, 1, 2, 5, 1, 1, 0, hydrassh
0, 0, 3, 0, 31, 2, 0, 0, 12, 5, 5, 5, 1, 5, 5, 1, 35, 0, javameter
0, 7, 5, 0, 29, 0, 1, 1, 12, 7, 7, 7, 5, 5, 5, 0, 10, 2, meterpreter
8, 5, 2, 0, 37, 20, 0, 3, 15, 3, 3, 3, 59, 2, 3, 7, 7, 7, webshell
4, 4, 4, 0, 3, 13, 0, 0, 5, 8, 5, 0, 0, 10, 4, 1, 0, 4, adduser
1, 1, 0, 12, 12, 12, 0, 0, 4, 0, 5, 2, 102, 0, 0, 20, 0, 0, hydraftp
1, 1, 3, 34, 5, 17, 12, 12, 12, 0, 6, 25, 24, 8, 1, 6, 1, 5, hydrassh
3, 1, 4, 0, 3, 9, 0, 0, 5, 5, 5, 5, 0, 3, 1, 6, 3, 0, javameter
10, 2, 4, 0, 0, 20, 0, 0, 7, 0, 7, 9, 5, 5, 5, 8, 5, 5, meterpreter
4, 0, 3, 0, 4, 18, 0, 0, 3, 0, 3, 11, 3, 1, 1, 7, 7, 7, webshell
4, 4, 4, 22, 19, 0, 5, 9, 19, 7, 3, 2, 0, 4, 6, 0, 2, 1, adduser
0, 0, 0, 12, 12, 12, 5, 0, 4, 10, 4, 9, 0, 0, 9, 22, 2, 5, hydraftp
0, 6, 2, 17, 22, 3, 12, 12, 12, 12, 6, 6, 2, 0, 20, 43, 3, 3, hydrassh
0, 1, 5, 18, 20, 10, 5, 14, 6, 5, 5, 5, 2, 5, 17, 502, 3, 4, javameter
1, 2, 2, 28, 30, 0, 7, 8, 14, 6, 3, 5, 5, 5, 5, 0, 0, 3, meterpreter
1, 2, 6, 29, 24, 1, 3, 17, 2, 21, 12, 9, 0, 0, 15, 7, 7, 7, webshell
4, 4, 4, 0, 0, 17, 22, 7, 0, 3, 2, 5, 2, 9, 0, 0, 3, 0, adduser
4, 7, 0, 12, 12, 12, 4, 8, 10, 10, 9, 5, 7, 15, 1, 0, 1, 0, hydraftp
0, 4, 2, 0, 8, 21, 12, 12, 12, 6, 14, 11, 5, 10, 0, 0, 5, 0, hydrassh
2, 5, 2, 0, 0, 20, 11, 9, 4, 5, 5, 5, 8, 10, 1, 0, 1, 3, javameter
3, 8, 2, 1, 0, 21, 21, 14, 1, 1, 1, 7, 4, 4, 4, 0, 3, 0, meterpreter
13, 8, 1, 0, 0, 20, 14, 17, 0, 7, 9, 3, 11, 18, 2, 7, 7, 7, webshell
4, 4, 4, 0, 0, 8, 0, 0, 0, 4, 5, 0, 0, 3, 0, 0, 3, 0, adduser
0, 0, 1, 11, 11, 11, 17, 0, 5, 3, 11, 0, 16, 2, 0, 4, 9, 0, hydraftp
2, 0, 22, 23, 0, 2, 12, 12, 12, 9, 16, 0, 20, 4, 1, 0, 0, 0, hydrassh
0, 0, 5, 2, 0, 10, 1, 0, 2, 5, 5, 5, 1, 3, 1, 1, 3, 0, javameter
2, 3, 3, 3, 0, 6, 0, 0, 0, 5, 7, 0, 4, 4, 4, 1, 0, 0, meterpreter
1, 1, 2, 13, 0, 20, 0, 0, 0, 11, 3, 17, 3, 1, 4, 7, 7, 7, webshell
